Auction Id Maybe,Title,Price,Sold Date,Specs Array,Specs,Hours,Condition,Auction Event Details,Auction Type,Auction House Link,Auction House Name,Year
42335,1977 GMC 6500,"$5,500",08/18/2022,"Twin Screw Tandem Truck,427,5 & 4 Spd,20' Loadline Box and Roll Tarp","Twin Screw Tandem Truck, 427, 5 & 4 Spd, 20' Loadline Box and Roll Tarp",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1977
42335, Convey-All 10x45,"$4,100",08/18/2022,w/Brandt Gas/hyd. Transport,w/Brandt Gas/hyd. Transport,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335,1973 Ford 880,"$4,000",08/18/2022,"Twin Screw Tandem Truck,478,5/4 Spd.,18' Box and Hoist,Harsh Hoist w/Stabilizer ","Twin Screw Tandem Truck, 478, 5/4 Spd., 18' Box and Hoist, Harsh Hoist w/Stabilizer ",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1973
42335, Westfield MK130-71,"$4,000",08/18/2022,Mechanical Swing Out Auger,Mechanical Swing Out Auger,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, Yetter 3530,"$3,300",08/18/2022,Flat Fold 30' Rotary Hoe,Flat Fold 30' Rotary Hoe,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, John Deere 630,"$2,500",08/18/2022,"Wide Front,Gas,Runs Well","Wide Front, Gas, Runs Well",,Fair,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, Farm King 831,"$1,500",08/18/2022,Auger w/Honda Gas Engine,Auger w/Honda Gas Engine,,Fair,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, Parker 450,"$1,400",08/18/2022,"450 Bushel,2 Compartment Gravity Box on Heavy Duty Running Gear","450 Bushel, 2 Compartment Gravity Box on Heavy Duty Running Gear",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42188,2013 Circle M 30',"$14,000",08/18/2022,"gooseneck flatbed trailer,dual tandem axles,25’ deck + 5’ dovetail w/folding ramps","gooseneck flatbed trailer, dual tandem axles, 25’ deck + 5’ dovetail w/folding ramps",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2013
42335,2010 Jet Grain Trailer,"$26,000",08/18/2022,"40' Ag Hopper Bottom Trailer,Steel Construction,w/Roll Tarp,Very Good,Low Miles ","40' Ag Hopper Bottom Trailer, Steel Construction, w/Roll Tarp, Very Good, Low Miles ",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,2010
42335, Ford Versatile 946,"$22,000",08/18/2022,"4WD,12 Speed Trans,4 hyds,Good 520/85-42"" Tires and Duals","4WD, 12 Speed Trans, 4 hyds, Good 520/85-42"" Tires and Duals",8742,Fair,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42081,2011 John Deere 6430,"$46,500",08/17/2022,"2011 John Deere 6430 MFWD Tractor w/ 673 Loader,4363 Hrs Showing,German Built,John Deere 4.5L 4 Cylinder Turbo Diesel Engine,Exhaust Under,Heated Block,Partial Power Shift Transmission (24 Fwd And Reverse),Open Station,2 Hydraulic Remotes,540 PTO,3-Pt,Draw Bar,Front/Rear Fenders,Front Tires 380/85R24,Rear Tires 460/85R34,Lights,673 John Deere Loader,Joystick Control,8' Bucket,Removable Scraper Plate,Note: Serial Plate Located Under Loader Mount And Couldn't Photo","2011 John Deere 6430 MFWD Tractor w/ 673 Loader, 4363 Hrs Showing, German Built, John Deere 4.5L 4 Cylinder Turbo Diesel Engine, Exhaust Under, Heated Block, Partial Power Shift Transmission (24 Fwd And Reverse), Open Station, 2 Hydraulic Remotes, 540 PTO, 3-Pt, Draw Bar, Front/Rear Fenders, Front Tires 380/85R24, Rear Tires 460/85R34, Lights, 673 John Deere Loader, Joystick Control, 8' Bucket, Removable Scraper Plate, Note: Serial Plate Located Under Loader Mount And Couldn't Photo",4363,Good,"Everly, IA 51338",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2011
42081,2004 John Deere 9986,"$24,250",08/17/2022,"2004 John Deere 9986 6-Row Cotton Picker,325 Hp,John Deere 8.1L 6-Cylinder Turbo,Diesel,Water Cooled Engine,2559 Fan Hours,3498 Auxiliary Engine Hours Showing,Hydrostatic Transmission,4WD,2 Wheel Steering,Dual Firestone 20.8-42 Front Tires,EZ Rider 14.9-24 Rear Tires,Duals,Light Bar,1400 Cu Ft Bin,Pro-16,(6) Rows,30-40"" Variable Spacing,Heater,AC,Radio,Equipped With Mud Hog Kit,NOTE: See Photos For Operator And Passenger Seat Conditions,SN: N09986X014018; GA AUCTIONEER LICENSE #AU004350 - RONALD J. MCCLAIN","2004 John Deere 9986 6-Row Cotton Picker, 325 Hp, John Deere 8.1L 6-Cylinder Turbo, Diesel, Water Cooled Engine, 2559 Fan Hours, 3498 Auxiliary Engine Hours Showing, Hydrostatic Transmission, 4WD, 2 Wheel Steering, Dual Firestone 20.8-42 Front Tires, EZ Rider 14.9-24 Rear Tires, Duals, Light Bar, 1400 Cu Ft Bin, Pro-16, (6) Rows, 30-40"" Variable Spacing, Heater, AC, Radio, Equipped With Mud Hog Kit, NOTE: See Photos For Operator And Passenger Seat Conditions, SN: N09986X014018; GA AUCTIONEER LICENSE #AU004350 - RONALD J. MCCLAIN",3498,Good,"Lake Park, GA 31636",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2004
42081, Krause Gladiator 1200-1230,"$27,750",08/17/2022,"Krause Gladiator 1200-1230 12R30 NH3 & Dry Fertilizer Applicator,Raven NH3 Applicator,Raven Monitor Part 11501159032 S/n 000002561 & Part 10630172172542 S/N 0000001599 With Wiring Harness,Hydraulic Flex Fold,Automatic Spring Reset Row Units,24"" Coulters,Floating Notched Disc Blade Row Cleaners,2-1/4"" Chisel Points,Coulters,Rolling Chain Baskets,9.5L-15SL Gauge Wheels,Montag Fertilizer Poly Tank,Montag & Raven Manuals,Rear View Camera,Rear Hitch,16.5L-16.1F1 Tires,SN: 1046 4/10","Krause Gladiator 1200-1230 12R30 NH3 & Dry Fertilizer Applicator, Raven NH3 Applicator, Raven Monitor Part 11501159032 S/n 000002561 & Part 10630172172542 S/N 0000001599 With Wiring Harness, Hydraulic Flex Fold, Automatic Spring Reset Row Units, 24"" Coulters, Floating Notched Disc Blade Row Cleaners, 2-1/4"" Chisel Points, Coulters, Rolling Chain Baskets, 9.5L-15SL Gauge Wheels, Montag Fertilizer Poly Tank, Montag & Raven Manuals, Rear View Camera, Rear Hitch, 16.5L-16.1F1 Tires, SN: 1046 4/10",,Good,"Primghar, IA 51245",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,unknown
42322,2013 John Deere 4830,"$201,000",08/17/2022,"120' Aluminum Booms,1348 hours,1000 Gal SS tank w/2"" fill,rinse tank,comes with 2630 Screen w/SF1 NO GLOBE,420/80/46"" Rubber,4 Way Nozzles,Excellent!","120' Aluminum Booms, 1348 hours, 1000 Gal SS tank w/2"" fill, rinse tank,comes with 2630 Screen w/SF1 NO GLOBE, 420/80/46"" Rubber, 4 Way Nozzles, Excellent!",1348,Excellent,"Alexandria, SD 57311",Online,https://www.machinerypete.com//auction_companies/wieman-land-auction,Wieman Land & Auction,2013
42322,2013 Sunflower 6333,"$57,250",08/17/2022,"37' soil finisher,19.5"" blades,rolling baskets behind blades,6 bar spike harrow w/13"" Tines,Hyd Lift blades,manual hitch,1 owner","37' soil finisher, 19.5"" blades, rolling baskets behind blades, 6 bar spike harrow w/13"" Tines, Hyd Lift blades, manual hitch, 1 owner",,Excellent,"Alexandria, SD 57311",Online,https://www.machinerypete.com//auction_companies/wieman-land-auction,Wieman Land & Auction,2013
42322,1984 Ford L9000,"$36,500",08/17/2022,"236045 Miles,New Roll Tarp (not attached),13spd,Cummins 350,MFS 20' Steel Box w/Hyd Silage Gate,22.5"" Tires,Twin Screw,Good Title","236045 Miles, New Roll Tarp (not attached), 13spd, Cummins 350, MFS 20' Steel Box w/Hyd Silage Gate, 22.5"" Tires, Twin Screw, Good Title",,Excellent,"Alexandria, SD 57311",Online,https://www.machinerypete.com//auction_companies/wieman-land-auction,Wieman Land & Auction,1984
42325,2015 John Deere Gator XUV 855D S4,"$13,250",08/17/2022,"side-by-side,open ROPS,4-person cap.,Yanmar 3 cyl. diesel,CVT,4WD,diff lock,power steering,manual dump box,side nets,Warn 3500 front mount winch w/remote,front bumper,27x9.00-14 front tires,27x11.00-14 rear tires,aluminum rims,71 hrs.,332 miles,No Title,Buyer will receive MSO","side-by-side, open ROPS, 4-person cap., Yanmar 3 cyl. diesel, CVT, 4WD, diff lock, power steering, manual dump box, side nets, Warn 3500 front mount winch w/remote, front bumper, 27x9.00-14 front tires, 27x11.00-14 rear tires, aluminum rims, 71 hrs., 332 miles, No Title, Buyer will receive MSO",71,Good,"West Fargo, ND ",Online,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2015
42325,2020 Kioti K9 2400,"$10,750",08/17/2022,"side-by-side,open ROPS w/front glass windshield,3-person cap.,3 cyl. diesel,CVT,4WD,diff lock,power steering,manual dump box,hard sided 1/2 doors,windshield wipers,front bumper,25x10.00-12 front & rear tires,aluminum rims,8 hrs.,79 miles,No Title,Buyer will receive MSO","side-by-side, open ROPS w/front glass windshield, 3-person cap., 3 cyl. diesel, CVT, 4WD, diff lock, power steering, manual dump box, hard sided 1/2 doors, windshield wipers, front bumper, 25x10.00-12 front & rear tires, aluminum rims, 8 hrs., 79 miles, No Title, Buyer will receive MSO",8,Excellent,"West Fargo, ND ",Online,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2020
42326, Minnesota 365,"$1,400",08/17/2022,"gravity wagon,on 12-ton running gear,11Lx15 tires","gravity wagon, on 12-ton running gear, 11Lx15 tires",,Good,"Farwell, MN 56327",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42081, Kobelco SK135SR LC-1E,"$39,500",08/17/2022,"2007 Kobelco SK135SRLC-1E Excavator,6,568 Hrs Showing,100 Hp,4 Cylinder Isuzu,Diesel,Water Cooled Engine,Engine Oil Level Full,Hydrostatic Transmission,Hydraulic Thumb,Self-Propelled,Tracked,Skid Steering,24"" Steel Tracks,Boom Light,4.68 M Boom Reach,2.38 M Stick Length,Thumb,19.62 Ft In Max. Digging Depth,28.35 Ft In Max Reach,4.89 Ft In Tail Swing,Swing Brake Operational,8.17' In Width,9.32' In Height,29,982.9 Lbs Weight,Heat,AC,Radio,Capacities: Fuel 52.9 Gal,Cooling System 3.5 Gal,Hydraulic System 33.5 Gal,Engine Oil 3.1 Gal,Swing Drive Fluid 0.5 Gal,Hydraulic Pump Flow 68.7 Gal/min.,Swing Speed 11rpm,3.48 Max Travel Speed,0.17 In Shoe Size,40""- 5 Tooth Bucket,Final Drives And Rails Replaced At 6047 Hours(see Attached Receipt)","2007 Kobelco SK135SRLC-1E Excavator, 6,568 Hrs Showing, 100 Hp, 4 Cylinder Isuzu, Diesel, Water Cooled Engine, Engine Oil Level Full, Hydrostatic Transmission, Hydraulic Thumb, Self-Propelled, Tracked, Skid Steering, 24"" Steel Tracks, Boom Light, 4.68 M Boom Reach, 2.38 M Stick Length, Thumb, 19.62 Ft In Max. Digging Depth, 28.35 Ft In Max Reach, 4.89 Ft In Tail Swing, Swing Brake Operational, 8.17' In Width, 9.32' In Height, 29,982.9 Lbs Weight, Heat, AC, Radio, Capacities: Fuel 52.9 Gal, Cooling System 3.5 Gal, Hydraulic System 33.5 Gal, Engine Oil 3.1 Gal, Swing Drive Fluid 0.5 Gal, Hydraulic Pump Flow 68.7 Gal/min., Swing Speed 11rpm, 3.48 Max Travel Speed, 0.17 In Shoe Size, 40""- 5 Tooth Bucket, Final Drives And Rails Replaced At 6047 Hours(see Attached Receipt)",6568,Good,"Leon, IA 50144",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,unknown
42081,2005 John Deere 1790,"$71,000",08/17/2022,"2005 John Deere 1790 16R32 Planter,2-PT Hitch,CCS Seed Delivery,Onboard Air Compressor,Air Force Down Pressure,Bean Meters Only,Fold Box & V-Force AC Controller,Planter Fold Control,No Monitor,265/85R15 & 295/75R22.5 Tires,Note: Operational Condition Of This Item Has Not Been Verified And Is Not Disputable By The Buyer. Potential Buyers Should Inspect The Item Before Bidding,SN: A01790C710459","2005 John Deere 1790 16R32 Planter, 2-PT Hitch, CCS Seed Delivery, Onboard Air Compressor, Air Force Down Pressure, Bean Meters Only, Fold Box & V-Force AC Controller, Planter Fold Control, No Monitor, 265/85R15 & 295/75R22.5 Tires, Note: Operational Condition Of This Item Has Not Been Verified And Is Not Disputable By The Buyer. Potential Buyers Should Inspect The Item Before Bidding, SN: A01790C710459",,Excellent,"Sioux Center, IA 51250",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2005
42081,2014 Peterbilt 579,"$63,000",08/17/2022,"2014 Peterbilt 579 T/A Day Cab Truck Tractor,450 Hp,621,480 Miles Showing,Cummins ISX-15 6-cyl,Diesel,Water Cooled Engine,Engine Brake,1 Fuel Tanks,Aluminum Fuel Tank,80 Gal Fuel Capacity,1 Air Cleaners,1 Exhausts,Electric Start,10 Forward Speeds,2 Reverse Speeds,Manual Transmission,1 Auxiliary Hydraulics,6x4 Drive,197"" Wheel Base,Air Suspension,4 Air Bags,Fixed Axle,Differential Lock,Air Brakes,Power Steering,11R22.5 Front Tires,11R22.5 Rear Tires,Duals,Aluminum Wheels,Air Dryer,Heater,AC,Radio,Air Ride,Wet Kit,Cruise Control,Wet Kit Tank With Fuel Tank,NOTE: No Def Truck Has Been Deleted,Exhaust Emissions Of This Item Have Been Altered - BigIron Is Not Responsible Or Liable For Failure To Comply With State Or Federal Emission Regulations The Carfax Includes Only The Original Components In This Report. Some Of Those Components Could Have Been Changed Or Replaced,NOTE: This Unreserved Online Auction Features Bidding Extensions. Lots HA2363,HA2365 & HA2367 Will Be Automatically Extended Together If Either Lot Receives A Bid In The Last Five Minutes. If In Bidding Extension,Both Lots Will Close Simultaneously When Neither Of The Lots Receives A Bid For Duration Of Extension Period. This Will Allow Bidders To Monitor Both Lots Without The Fear Of Missing Out On Another,VIN: 1XPBD49X5ED240311","2014 Peterbilt 579 T/A Day Cab Truck Tractor, 450 Hp, 621,480 Miles Showing, Cummins ISX-15 6-cyl, Diesel, Water Cooled Engine, Engine Brake, 1 Fuel Tanks, Aluminum Fuel Tank, 80 Gal Fuel Capacity, 1 Air Cleaners, 1 Exhausts, Electric Start, 10 Forward Speeds, 2 Reverse Speeds, Manual Transmission, 1 Auxiliary Hydraulics, 6x4 Drive, 197"" Wheel Base, Air Suspension, 4 Air Bags, Fixed Axle, Differential Lock, Air Brakes, Power Steering, 11R22.5 Front Tires, 11R22.5 Rear Tires, Duals, Aluminum Wheels, Air Dryer, Heater, AC, Radio, Air Ride, Wet Kit, Cruise Control, Wet Kit Tank With Fuel Tank, NOTE: No Def Truck Has Been Deleted, Exhaust Emissions Of This Item Have Been Altered - BigIron Is Not Responsible Or Liable For Failure To Comply With State Or Federal Emission Regulations The Carfax Includes Only The Original Components In This Report. Some Of Those Components Could Have Been Changed Or Replaced, NOTE: This Unreserved Online Auction Features Bidding Extensions. Lots HA2363, HA2365 & HA2367 Will Be Automatically Extended Together If Either Lot Receives A Bid In The Last Five Minutes. If In Bidding Extension, Both Lots Will Close Simultaneously When Neither Of The Lots Receives A Bid For Duration Of Extension Period. This Will Allow Bidders To Monitor Both Lots Without The Fear Of Missing Out On Another, VIN: 1XPBD49X5ED240311",,Good,"Cimarron, KS 67835",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2014
42081, Caterpillar 926,"$25,500",08/17/2022,"Caterpillar 926 Wheel Loader,CAT 4-Cylinder,Diesel,Water Cooled Engine,Power Shift Transmission,17.5-25 Front Tires,17.5-25 Rear Tires,Steel Wheels,Quick Attach Feature,4-Speed Transmission,93” Wide Bucket,NOTE: Hole In Windshield,Unknown Hours (Meter Does Not Work),A/C Does Not Work,SN: 94Z00857","Caterpillar 926 Wheel Loader, CAT 4-Cylinder, Diesel, Water Cooled Engine, Power Shift Transmission, 17.5-25 Front Tires, 17.5-25 Rear Tires, Steel Wheels, Quick Attach Feature, 4-Speed Transmission, 93” Wide Bucket, NOTE: Hole In Windshield, Unknown Hours (Meter Does Not Work), A/C Does Not Work, SN: 94Z00857",,Good,"Republican City, NE 68971",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,unknown
42081, John Deere 875,$530,08/17/2022,"John Deere 875 Cultivator,3 Point Hitch,4 Rows,38"" Spacing,Hillers,Open Top Shields,SN: N00875X000232","John Deere 875 Cultivator, 3 Point Hitch, 4 Rows, 38"" Spacing, Hillers, Open Top Shields, SN: N00875X000232",,Good,"Otley, IA 50214",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,unknown
42081,2004 John Deere 9986,"$24,250",08/17/2022,"2004 John Deere 9986 6-Row Cotton Picker,325 Hp,John Deere 8.1L 6-Cylinder Turbo,Diesel,Water Cooled Engine,2559 Fan Hours,3498 Auxiliary Engine Hours Showing,Hydrostatic Transmission,4WD,2 Wheel Steering,Dual Firestone 20.8-42 Front Tires,EZ Rider 14.9-24 Rear Tires,Duals,Light Bar,1400 Cu Ft Bin,Pro-16,(6) Rows,30-40"" Variable Spacing,Heater,AC,Radio,Equipped With Mud Hog Kit,NOTE: See Photos For Operator And Passenger Seat Conditions,SN: N09986X014018; GA AUCTIONEER LICENSE #AU004350 - RONALD J. MCCLAIN","2004 John Deere 9986 6-Row Cotton Picker, 325 Hp, John Deere 8.1L 6-Cylinder Turbo, Diesel, Water Cooled Engine, 2559 Fan Hours, 3498 Auxiliary Engine Hours Showing, Hydrostatic Transmission, 4WD, 2 Wheel Steering, Dual Firestone 20.8-42 Front Tires, EZ Rider 14.9-24 Rear Tires, Duals, Light Bar, 1400 Cu Ft Bin, Pro-16, (6) Rows, 30-40"" Variable Spacing, Heater, AC, Radio, Equipped With Mud Hog Kit, NOTE: See Photos For Operator And Passenger Seat Conditions, SN: N09986X014018; GA AUCTIONEER LICENSE #AU004350 - RONALD J. MCCLAIN",3498,Good,"Lake Park, GA 31636",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2004
42081,2009 New Holland FR9080,"$118,100",08/17/2022,"2009 New Holland FR9080 Forage Harvester,2373 Hrs Showing,724 Hp,Catepillar,Diesel,Water Cooled Engine,1737 Cutter Hours,Hydrostatic Transmission,Self-Propelled,4WD,2 Axles,Hydraulic Brakes,2 Wheel Steering,900/60R32 Front Tires,600/55R28 Rear Tires,Pin Hitch,Auto Knife Sharpeners,16 Cutting Knives,Kernal Processor,Heater,AC,Radio,Passenger Seating,Hard Surface Plate Under Knives,Accelerator Plate Hard Surfaced,Has Preservative Tank,SN: 545628008","2009 New Holland FR9080 Forage Harvester, 2373 Hrs Showing, 724 Hp, Catepillar, Diesel, Water Cooled Engine, 1737 Cutter Hours, Hydrostatic Transmission, Self-Propelled, 4WD, 2 Axles, Hydraulic Brakes, 2 Wheel Steering, 900/60R32 Front Tires, 600/55R28 Rear Tires, Pin Hitch, Auto Knife Sharpeners, 16 Cutting Knives, Kernal Processor, Heater, AC, Radio, Passenger Seating, Hard Surface Plate Under Knives, Accelerator Plate Hard Surfaced, Has Preservative Tank, SN: 545628008",2373,Excellent,"Saint Charles, MN 55972",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2009
42081,2009 Kenworth T370,"$75,750",08/17/2022,"2009 Kenworth T370 S/A Feed Mixer Truck W/Roto-Mix 620/16,98,330 Miles Showing,Title Will Be Marked Miles Exempt,PACCAR 6-Cylinder W/Turbocharger,Diesel,Water Cooled Engine,Steel Fuel Tank,Block Heater,Automatic,11R22.5 Front Tires,11R22.5 Rear Tires,16' Length,Heater,620 Cubic Feet Capacity,Inside & Outside Scale Heads,Mixing Reels,One Auger,Left Hand Hydraulic Discharge Chute,Working Magnets,Front Aluminum Wheels,Rear Steel,Seat Is Worn,Crack In Windshield,VIN: 2NKHHN7X09M249604","2009 Kenworth T370 S/A Feed Mixer Truck W/Roto-Mix 620/16, 98,330 Miles Showing, Title Will Be Marked Miles Exempt, PACCAR 6-Cylinder W/Turbocharger, Diesel, Water Cooled Engine, Steel Fuel Tank, Block Heater, Automatic, 11R22.5 Front Tires, 11R22.5 Rear Tires, 16' Length, Heater, 620 Cubic Feet Capacity, Inside & Outside Scale Heads, Mixing Reels, One Auger, Left Hand Hydraulic Discharge Chute, Working Magnets, Front Aluminum Wheels, Rear Steel, Seat Is Worn, Crack In Windshield, VIN: 2NKHHN7X09M249604",,Good,"Lexington, NE 68850",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2009
42081,2013 Dodge Grand Caravan,"$7,250",08/17/2022,"2013 Dodge Grand Caravan Mini-Van,156,451 Miles Showing,Seller Asset Number 12-560,3.6L V6 Gas Engine,Automatic Transmission,A/C And Heat,Radio,Cruise Control,Power Windows,Lock And Mirrors,Keyless Entry,Tires: 225/55R17,LOADING INFORMATION: Please Call 24-48 Hours In Advance For Instructions,Can Only Be Picked Up Monday To Thursday Between 7am To 4pm,NOTE: The Carfax Includes Only The Original Components In This Report,Some Of Those Components Could Have Been Changed Or Replaced,VIN: 2C4RDGBG8DR703632","2013 Dodge Grand Caravan Mini-Van, 156,451 Miles Showing, Seller Asset Number 12-560, 3.6L V6 Gas Engine, Automatic Transmission, A/C And Heat, Radio, Cruise Control, Power Windows, Lock And Mirrors, Keyless Entry, Tires: 225/55R17, LOADING INFORMATION: Please Call 24-48 Hours In Advance For Instructions, Can Only Be Picked Up Monday To Thursday Between 7am To 4pm, NOTE: The Carfax Includes Only The Original Components In This Report, Some Of Those Components Could Have Been Changed Or Replaced, VIN: 2C4RDGBG8DR703632",,Good,"York, NE 68467",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,2013
42081, Krause 2320,"$1,760",08/17/2022,"Krause 2320 Chisel,25’ Width,Harrow Mulchers,Chisel,Mulchers,10.00-15 Tires,Note: New Tires Installed On Inside Dual And On Wing,Updated Photos And Invoice For Tires And Rim Attached.,SN: 1195","Krause 2320 Chisel, 25’ Width, Harrow Mulchers, Chisel, Mulchers, 10.00-15 Tires, Note: New Tires Installed On Inside Dual And On Wing, Updated Photos And Invoice For Tires And Rim Attached., SN: 1195",,Good,"Allen, SD 57714",Online,https://www.machinerypete.com//auction_companies/bigiron-auctions,BigIron Auctions,unknown
42322,2010 J&M 1000 Grain Storm,"$53,000",08/17/2022,"Grain cart,green,800/60R32 Tires,Manual Tarp,Scale w/Printer,Big 1000 PTO,20"" Corner Unload,1 owner - MINT!","Grain cart, green, 800/60R32 Tires, Manual Tarp, Scale w/Printer, Big 1000 PTO, 20"" Corner Unload, 1 owner - MINT!",,Excellent,"Alexandria, SD 57311",Online,https://www.machinerypete.com//auction_companies/wieman-land-auction,Wieman Land & Auction,2010
42322,2015 Westfield MKX130-84,"$31,250",08/17/2022,"540 PTO,hyd. Swing,Manual Lift,Electric Back Saver w/remote,Good flighting,One Owner","540 PTO, hyd. Swing, Manual Lift, Electric Back Saver w/remote, Good flighting, One Owner",,Excellent,"Alexandria, SD 57311",Online,https://www.machinerypete.com//auction_companies/wieman-land-auction,Wieman Land & Auction,2015
42322, John Deere Pro 911,"$9,250",08/17/2022,"Skid Steer Backhoe,Extendable hoe,Outriggers,Seat w/Hand Controls,SS Mount,24"" Bucket w/Frost Teeth","Skid Steer Backhoe, Extendable hoe, Outriggers, Seat w/Hand Controls, SS Mount, 24"" Bucket w/Frost Teeth",,Good,"Alexandria, SD 57311",Online,https://www.machinerypete.com//auction_companies/wieman-land-auction,Wieman Land & Auction,unknown
42325,2015 Caterpillar 303.5E2 CR,"$50,500",08/17/2022,"mini excavator,enclosed cab w/air & heat,C1.7 Cat diesel,24 hp.,Bluetooth radio,joystick/foot travel pedals,60"" stick,21"" frost tooth bucket w/hyd. thumb,70"" dozer blade w/float,hyd. quick tach,aux. hyd.,control pattern changer,auto 2 spd. travel,auto engine idle,digital display,12"" rubber tracks,221 hrs.","mini excavator, enclosed cab w/air & heat, C1.7 Cat diesel, 24 hp., Bluetooth radio, joystick/foot travel pedals, 60"" stick, 21"" frost tooth bucket w/hyd. thumb, 70"" dozer blade w/float, hyd. quick tach, aux. hyd., control pattern changer, auto 2 spd. travel, auto engine idle, digital display, 12"" rubber tracks, 221 hrs.",221,Excellent,"West Fargo, ND ",Online,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2015
42326,2010 Hardi Navigator 4000,"$8,500",08/17/2022,"pull-type sprayer,80 ft. boom,1,200 gal.,small 1000 PTO,dighFram pump,inductor cones,3-way nozzle bodies,Hardi 5500 controller,rinse tank,adjustable axles,320/90R46 single tires","pull-type sprayer, 80 ft. boom, 1,200 gal., small 1000 PTO, dighFram pump, inductor cones, 3-way nozzle bodies, Hardi 5500 controller, rinse tank, adjustable axles, 320/90R46 single tires",,Good,"Farwell, MN 56327",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2010
42326,2007 Case IH 8010,"$69,000",08/17/2022,"combine,2WD,field tracker,reverser,Crary big top topper w/ext.,Pro 600 display,single pt. hookup,yield & moisture,corn & small grain concaves,520/85R42 dual tires,28Lx26 rear tires,2,170 eng. hrs.,1,627 sep. hrs.","combine, 2WD, field tracker, reverser, Crary big top topper w/ext., Pro 600 display, single pt. hookup, yield & moisture, corn & small grain concaves, 520/85R42 dual tires, 28Lx26 rear tires, 2,170 eng. hrs., 1,627 sep. hrs.",2170,Good,"Farwell, MN 56327",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2007
42326,2009 Case IH 2608,"$15,000",08/17/2022,"chopping corn head,8 x 30 in.,knife rolls,flagship mounts,rear rubber curtains","chopping corn head, 8 x 30 in., knife rolls, flagship mounts, rear rubber curtains",,Good,"Farwell, MN 56327",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2009
42326, Minnesota 400,"$1,600",08/17/2022,"gravity wagon,16.5x16.1 tires","gravity wagon, 16.5x16.1 tires",,Good,"Farwell, MN 56327",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42326,2009 Timpte 34',"$32,000",08/17/2022,"hopper bottom trailer,34 ft.,ag hoppers,elec. roll tarp w/remote,spring ride,2 rows lights,24.5 tires on steel wheels","hopper bottom trailer, 34 ft., ag hoppers, elec. roll tarp w/remote, spring ride, 2 rows lights, 24.5 tires on steel wheels",,Excellent,"Farwell, MN 56327",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2009
